Id_Instal,Codi_Carrer,Tipus_Via,Nom_Carrer,Num_Carrer,Codi_Barri,Nom_Barri,Codi_Districte,Nom_Districte,Latitud,Longitud,Data_Instalacio,Data_DesInstalacio,Font
2807,344101,Trav,Gràcia,79,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.397106,2.151023,15/11/2017,15/11/2017,OCI
2808,278200,Av,Reina Maria Cristina,8,11,el Poble-sec,03,Sants-Montjuïc,41.371794,2.150782,17/11/2017,06/08/2019,ACTIVITATS A L'AIRE LLIURE
2826,169409,G.V.,Corts Catalanes,120,13,la Marina de Port,03,Sants-Montjuïc,41.363548,2.134545,01/12/2017,22/02/2018,TRÀNSIT
2846,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405106,2.157168,14/12/2017,18/01/2018,OCI
2886,213908,Av,Mistral,29,10,Sant Antoni,02,Eixample,41.37678,2.157351,20/12/2017,,OCI
2906,223606,C,Muntaner,54,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.386508,2.159823,20/12/2017,17/04/2018,OCI
2907,246000,C,Parlament,25,10,Sant Antoni,02,Eixample,41.376425,2.162424,20/12/2017,24/01/2018,OCI
2908,110304,C,Enric Granados,30,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.390261,2.159181,20/12/2017,17/07/2018,OCI
2909,213908,Av,Mistral,52,10,Sant Antoni,02,Eixample,41.376092,2.154296,21/12/2017,17/04/2018,OCI
2926,336169,C,Tiro,5,39,Sant Genís dels Agudells,07,Horta-Guinardó,41.424121,2.14018,19/01/2018,09/03/2018,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
2946,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,24/01/2018,10/01/2019,OCI
2948,246000,C,Parlament,25,10,Sant Antoni,02,Eixample,41.376425,2.162424,24/01/2018,01/06/2018,OCI
2966,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,25/01/2018,02/03/2018,OCI
2967,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.38039,2.177536,25/01/2018,13/11/2019,OCI
2986,243206,C,Pamplona,103,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190214,31/01/2018,13/11/2020,OCI
3006,72602,C,Castelldefels,79,54,Torre Baró,08,Nou Barris,41.454842,2.177649,31/01/2018,22/03/2018,TRÀNSIT
3007,22615,C,Castell d'Argençola,51,54,Torre Baró,08,Nou Barris,41.454591,2.174906,31/01/2018,22/03/2018,TRÀNSIT
3026,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,31/01/2018,03/06/2020,OCI
3027,167709,C,Joaquín Costa,33,01,el Raval,01,Ciutat Vella,41.382336,2.165958,31/01/2018,,OCI
3028,326303,C,de les Sitges,5,01,el Raval,01,Ciutat Vella,41.384378,2.169669,31/01/2018,19/02/2018,OCI
3046,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,22/02/2018,02/03/2018,OCI
3066,249304,C,Pere IV,162,68,el Poblenou,10,Sant Martí,41.401749,2.196941,22/02/2018,10/07/2024,TRÀNSIT
3067,73707,C,Castella,1,68,el Poblenou,10,Sant Martí,41.404479,2.198931,22/02/2018,,TRÀNSIT
3068,249304,C,Pere IV,252,68,el Poblenou,10,Sant Martí,41.405055,2.199641,22/02/2018,20/11/2020,TRÀNSIT
3086,344000,Trav,Dalt,13,30,la Salut,06,Gràcia,41.408346,2.151499,01/03/2018,,TRÀNSIT
3087,344000,Trav,Dalt,48,30,la Salut,06,Gràcia,41.409236,2.154578,01/03/2018,,TRÀNSIT
3088,344000,Trav,Dalt,91,30,la Salut,06,Gràcia,41.410915,2.156908,01/03/2018,28/09/2021,TRÀNSIT
3106,107900,C,Eiximenis,21,60,Sant Andreu,09,Sant Andreu,41.441297,2.189413,01/03/2018,10/04/2025,TRÀNSIT
3107,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,02/03/2018,13/09/2018,OCI
3126,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,02/03/2018,19/11/2018,OCI
3146,23403,C,Aribau,74,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.389345,2.158162,08/03/2018,17/07/2018,OCI
3147,336169,C,Tiro,5,39,Sant Genís dels Agudells,07,Horta-Guinardó,41.424121,2.14018,09/03/2018,16/07/2018,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
3186,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405106,2.157168,21/03/2018,09/04/2018,OCI
3187,184708,Ptge,Llavallol,17,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.405397,2.167531,21/03/2018,01/02/2019,OCI
3207,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.13212,20/03/2018,18/06/2018,OCI
3246,144601,Av,Diagonal,600,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.393035,2.145348,27/03/2018,27/03/2018,TRÀNSIT
3247,326303,C,de les Sitges,5,01,el Raval,01,Ciutat Vella,41.384378,2.169669,27/03/2018,29/06/2018,OCI
3266,134801,C,Freser,19,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.410163,2.179602,16/04/2018,01/06/2018,ANIMALS
3306,128106,C,Fluvià,129,71,Provençals del Poblenou,10,Sant Martí,41.410096,2.203376,04/05/2018,17/11/2019,TRÀNSIT
3326,295709,C,Sant Adrià,194,59,el Bon Pastor,09,Sant Andreu,41.43628,2.208179,07/05/2018,01/06/2018,ACTIVITATS A L'AIRE LLIURE
3366,144601,Av,Diagonal,10,70,el Besòs i el Maresme,10,Sant Martí,41.411243,2.217571,23/05/2018,06/06/2018,ACTIVITATS A L'AIRE LLIURE
3386,700892,Pg,Garcia Fària,81,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,41.406537,2.216945,01/06/2018,04/06/2018,ACTIVITATS A L'AIRE LLIURE
3406,700084,C,Beltrán i Rózpide,5,21,Pedralbes,04,Les Corts,41.389054,2.120975,05/06/2018,16/08/2018,ACTIVITATS A L'AIRE LLIURE
3446,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,18/06/2018,10/01/2019,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
3447,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.13212,18/06/2018,27/09/2018,OCI
3466,8206,C,d'Alella,45,45,Porta,08,Nou Barris,41.431596,2.177269,12/06/2018,,TRÀNSIT
3467,319002,C,Santanyí,28,45,Porta,08,Nou Barris,41.431609,2.175427,12/06/2018,20/05/2022,TRÀNSIT
3468,194100,C,La Maquinista,2,03,la Barceloneta,01,Ciutat Vella,41.380438,2.187453,12/06/2018,21/07/2020,TRÀNSIT
3469,342106,C,Tortellà,20,68,el Poblenou,10,Sant Martí,41.403623,2.209015,18/06/2018,,TRÀNSIT
3470,701629,C,Isaac Newton,48,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.414977,2.136049,26/06/2018,25/05/2022,TRÀNSIT
3486,326904,Pl,Sol,15,31,la Vila de Gràcia,06,Gràcia,41.401754,2.156645,28/06/2018,03/12/2018,OCI
3506,326904,Pl,Sol,2,31,la Vila de Gràcia,06,Gràcia,41.401484,2.1568,27/06/2018,14/04/2021,OCI
3507,326904,Pl,Sol,22,31,la Vila de Gràcia,06,Gràcia,41.401432,2.156613,27/06/2018,14/04/2021,OCI
3508,326904,Pl,Sol,14,31,la Vila de Gràcia,06,Gràcia,41.401686,2.156541,28/06/2018,12/03/2020,OCI
3509,326904,Pl,Sol,21,31,la Vila de Gràcia,06,Gràcia,41.401561,2.156465,28/06/2018,29/10/2019,OCI
3510,326904,Pl,Sol,23,31,la Vila de Gràcia,06,Gràcia,41.401469,2.156483,28/06/2018,18/10/2022,OCI
3511,326802,C,Sol,2,31,la Vila de Gràcia,06,Gràcia,41.401589,2.156954,28/06/2018,29/10/2019,OCI
3512,326904,Pl,Sol,14,31,la Vila de Gràcia,06,Gràcia,41.401754,2.156645,28/06/2018,29/10/2019,OCI
3513,326802,C,Sol,13,31,la Vila de Gràcia,06,Gràcia,41.401901,2.156702,28/06/2018,18/10/2022,OCI
3514,326904,Pl,Sol,15,31,la Vila de Gràcia,06,Gràcia,41.401799,2.156546,28/06/2018,18/10/2022,OCI
3515,326904,Pl,Sol,18,31,la Vila de Gràcia,06,Gràcia,41.401694,2.156387,28/06/2018,18/10/2022,OCI
3516,326904,Pl,Sol,8,31,la Vila de Gràcia,06,Gràcia,41.40178,2.156938,29/06/2018,18/10/2022,OCI
3517,326904,Pl,Sol,6,31,la Vila de Gràcia,06,Gràcia,41.401667,2.157069,29/06/2018,18/10/2022,OCI
3518,326904,Pl,Sol,1,31,la Vila de Gràcia,06,Gràcia,41.401354,2.156711,29/06/2018,18/10/2022,OCI
3519,326904,Pl,Sol,4,31,la Vila de Gràcia,06,Gràcia,41.401523,2.156966,29/06/2018,14/04/2021,OCI
3526,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405106,2.157168,12/07/2018,30/04/2019,OCI
3546,74051,E.A.,Castell de Montjuïc,,11,el Poble-sec,03,Sants-Montjuïc,41.364142,2.165219,17/07/2018,14/11/2018,ACTIVITATS A L'AIRE LLIURE
3566,51908,C,Burgos,22,18,Sants,03,Sants-Montjuïc,41.372941,2.133291,17/07/2018,16/03/2023,ZONA DE VIANANTS
3606,237203,C,Otger,20,60,Sant Andreu,09,Sant Andreu,41.434609,2.190386,18/07/2018,04/02/2019,OCI
3607,301109,Pl,Palmeres,20,60,Sant Andreu,09,Sant Andreu,41.432826,2.186509,18/07/2018,29/09/2018,OCI
3609,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,18/07/2018,05/06/2019,ACTIVITATS A L'AIRE LLIURE
3626,326303,C,de les Sitges,5,01,el Raval,01,Ciutat Vella,41.384378,2.169669,19/07/2018,26/06/2020,OCI
3646,336169,C.,Tiro,45112,39,Sant Genís dels Agudells,07,Horta-Guinardó,41.424112,2.14012,16/07/2018,07/09/2018,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
3666,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,22/08/2018,19/02/2020,OCI
3667,167505,Pl,Joanic,7,31,la Vila de Gràcia,06,Gràcia,41.405521,2.16221,22/08/2018,29/04/2021,OCI
3668,96203,C,Chapí,66,43,Horta,07,Horta-Guinardó,41.431907,2.159929,22/08/2018,03/06/2019,TRÀNSIT
3669,302203,C,Sant Gervasi de Cassoles,80,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.405913,2.136215,22/08/2018,19/02/2020,TRÀNSIT
3686,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384923,2.182772,17/08/2018,10/09/2024,OCI
3706,102102,C,Doctor Giné i Partagàs,61,03,la Barceloneta,01,Ciutat Vella,41.379561,2.191067,30/08/2018,15/06/2022,OCI
3707,65607,C,Carders,36,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.387076,2.180425,30/08/2018,07/06/2022,OCI
3708,216906,C,Montalegre,2,01,el Raval,01,Ciutat Vella,41.38304,2.167696,30/08/2018,01/03/2019,OCI
3709,177101,Via,Laietana,16,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383288,2.17975,30/08/2018,11/07/2019,TRÀNSIT
3710,308200,C,Sant Nicolau,12,15,Hostafrancs,03,Sants-Montjuïc,41.377464,2.14493,29/08/2018,03/06/2019,TRÀNSIT
3711,114000,Pl,Espanya,6,15,Hostafrancs,03,Sants-Montjuïc,41.375438,2.148564,29/08/2018,27/01/2020,TRÀNSIT
3712,87009,C,Comte Borrell,81,10,Sant Antoni,02,Eixample,41.378636,2.160708,29/08/2018,19/02/2020,TRÀNSIT
3713,89004,C,Consell de Cent,231,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.385464,2.158462,29/08/2018,06/02/2020,TRÀNSIT
3714,145003,C,Girona,45,07,la Dreta de l'Eixample,02,Eixample,41.393327,2.173012,29/08/2018,06/02/2020,TRÀNSIT
3715,145003,C,Girona,72,07,la Dreta de l'Eixample,02,Eixample,41.395167,2.170906,29/08/2018,19/02/2020,TRÀNSIT
3726,336169,C.,Tiro,45112,39,Sant Genís dels Agudells,07,Horta-Guinardó,41.424112,2.14012,07/09/2018,05/09/2019,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
3746,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,13/09/2018,05/10/2020,OCI
3766,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.13212,27/09/2018,10/01/2019,OCI
3786,368507,C,Xifré,94,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.410968,2.180888,26/09/2018,05/04/2022,TRÀNSIT
3806,349706,C,Comte d'Urgell,88,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.382954,2.157633,18/10/2018,24/01/2025,TRÀNSIT
3807,349706,C,Comte d'Urgell,126,09,la Nova Esquerra de l'Eixample,02,Eixample,41.384665,2.155367,19/10/2018,,TRÀNSIT
3826,213908,Av,Mistral,68,10,Sant Antoni,02,Eixample,41.37564,2.152805,12/11/2018,01/02/2019,ANIMALS
3846,74051,E.A.,Castell de Montjuïc,,11,el Poble-sec,03,Sants-Montjuïc,41.364142,2.165219,14/11/2018,05/09/2019,ACTIVITATS A L'AIRE LLIURE
3866,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,19/11/2018,13/02/2019,OCI
3946,292201,Pl,Sagrada Família,2,06,la Sagrada Família,02,Eixample,41.402006,2.172813,05/12/2018,11/01/2019,ANIMALS
4067,161101,C,Independència,261,65,el Clot,10,Sant Martí,41.40639,2.185133,08/02/2019,15/01/2020,TRÀNSIT
4068,229001,Pl,Nord,11,31,la Vila de Gràcia,06,Gràcia,41.407093,2.155257,08/02/2019,30/04/2019,OCI
4086,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,13/02/2019,18/09/2019,OCI
4106,366400,Pl,Virreina,4,31,la Vila de Gràcia,06,Gràcia,41.405117,2.157312,28/02/2019,15/01/2020,OCI
4126,284305,Pl,Vila de Gràcia,13,31,la Vila de Gràcia,06,Gràcia,41.40038,2.157298,28/02/2019,10/07/2019,OCI
4127,238400,C,Padilla,264,06,la Sagrada Família,02,Eixample,41.406689,2.175989,01/03/2019,29/07/2019,TRÀNSIT
4146,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,28/03/2019,05/09/2019,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
4147,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.13212,28/03/2019,15/01/2020,OCI
4166,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,01/04/2019,15/01/2020,OCI
4206,229001,Pl,Nord,11,31,la Vila de Gràcia,06,Gràcia,41.407093,2.155257,30/04/2019,,OCI
4226,285807,C,Rocafort,47,10,Sant Antoni,02,Eixample,41.377418,2.15569,21/05/2019,21/02/2024,TRÀNSIT
4227,346402,C,Trinxant,39,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.414415,2.185702,21/05/2019,15/10/2019,TRÀNSIT
4246,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,05/06/2019,03/04/2020,ACTIVITATS A L'AIRE LLIURE
4286,284305,Pl,Vila de Gràcia,13,31,la Vila de Gràcia,06,Gràcia,41.40038,2.157298,10/07/2019,24/11/2021,OCI
4306,284101,Av,Rius i Taulet,5,11,el Poble-sec,03,Sants-Montjuïc,41.372429,2.153799,15/07/2019,06/08/2019,ACTIVITATS A L'AIRE LLIURE
4326,282650,Av,Rio de Janeiro,11,45,Porta,08,Nou Barris,41.43145,2.181416,22/07/2019,15/01/2020,ANIMALS
4346,278200,Av,Reina Maria Cristina,8,11,el Poble-sec,03,Sants-Montjuïc,41.371794,2.150782,06/08/2019,21/09/2020,ACTIVITATS A L'AIRE LLIURE
4366,96203,C,Chapí,66,43,Horta,07,Horta-Guinardó,41.431907,2.159929,08/08/2019,16/10/2019,TRÀNSIT
4367,308200,C,Sant Nicolau,12,15,Hostafrancs,03,Sants-Montjuïc,41.377464,2.14493,08/08/2019,19/02/2020,TRÀNSIT
4386,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,05/09/2019,15/10/2019,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
4387,177101,Via,Laietana,16,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383288,2.17975,05/09/2019,28/10/2019,TRÀNSIT
4388,74051,E.A.,Castell de Montjuïc,,11,el Poble-sec,03,Sants-Montjuïc,41.364142,2.165219,05/09/2019,22/07/2020,ACTIVITATS A L'AIRE LLIURE
4406,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,19/09/2019,31/07/2020,OCI
4446,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,15/10/2019,16/09/2020,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
4486,305507,C,Sant Joan de Malta,47,65,el Clot,10,Sant Martí,41.408748,2.192507,12/11/2019,02/12/2020,ZONA DE VIANANTS
4506,170758,C,Josep Soldevila,13,60,Sant Andreu,09,Sant Andreu,41.428321,2.195281,22/11/2019,04/03/2020,INFRAESTRUCTURES FERROVIÀRIES
4526,296508,Rda,Sant Antoni,59,10,Sant Antoni,02,Eixample,41.384606,2.163801,03/12/2019,25/01/2022,TRÀNSIT
4527,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.38039,2.177536,03/12/2019,22/09/2020,OCI
4546,366400,Pl,Virreina,4,31,la Vila de Gràcia,06,Gràcia,41.405117,2.157312,17/01/2020,29/09/2021,OCI
4566,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,05/02/2020,09/08/2020,OCI
4586,169023,C,Jordi Girona,18,21,Pedralbes,04,Les Corts,41.387682,2.114688,05/02/2020,01/07/2020,TRÀNSIT
4606,227800,C,Nicaragua,117,19,les Corts,04,Les Corts,41.386079,2.13738,06/02/2020,23/07/2020,ANIMALS
4607,161101,C,Independència,261,65,el Clot,10,Sant Martí,41.40639,2.185133,06/02/2020,29/01/2021,TRÀNSIT
4626,202402,Pl,Masadas,1,61,la Sagrera,09,Sant Andreu,41.424876,2.189825,12/02/2020,30/01/2021,OCI
4646,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.13212,17/02/2020,29/01/2021,OCI
4686,170758,C,Josep Soldevila,15,60,Sant Andreu,09,Sant Andreu,41.429049,2.195533,04/03/2020,01/08/2020,INFRAESTRUCTURES FERROVIÀRIES
4706,193403,Plta,Manuel Ribé,2,02,el Barri Gòtic,01,Ciutat Vella,41.382625,2.17545,12/06/2020,30/01/2021,OCI
4786,326303,C,de les Sitges,5,01,el Raval,01,Ciutat Vella,41.384378,2.169669,26/06/2020,19/04/2024,OCI
4806,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,07/07/2020,11/12/2020,ACTIVITATS A L'AIRE LLIURE
4846,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,14/07/2020,26/07/2024,OCI
4866,352507,Pg,Vall d'Hebron,132,38,la Teixonera,07,Horta-Guinardó,41.423837,2.14176,15/07/2020,,TRÀNSIT
4886,319206,C,Santes Creus,20,43,Horta,07,Horta-Guinardó,41.429992,2.162173,30/07/2020,07/04/2021,OCI
4887,319206,C,Santes Creus,8,43,Horta,07,Horta-Guinardó,41.430237,2.162216,29/07/2020,14/09/2022,OCI
4888,329505,C,Tajo,31,43,Horta,07,Horta-Guinardó,41.429785,2.162317,29/07/2020,06/10/2022,OCI
4889,346800,Rbla,Poblenou,16,68,el Poblenou,10,Sant Martí,41.398314,2.204957,30/07/2020,14/10/2021,OCI
4890,235300,Pl,Olles,4,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383731,2.183129,30/07/2020,02/03/2022,OCI
4891,269006,C,Portal Nou,17,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.388604,2.180647,30/07/2020,02/03/2022,OCI
4892,195500,C,Margarit,52,11,el Poble-sec,03,Sants-Montjuïc,41.372563,2.163145,30/07/2020,14/10/2021,OCI
4906,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,04/08/2020,03/02/2021,OCI
4946,194100,C,La Maquinista,2,03,la Barceloneta,01,Ciutat Vella,41.380438,2.187453,21/07/2020,,TRÀNSIT
4986,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,03/09/2020,09/10/2020,OCI
5026,246000,C,Parlament,25,10,Sant Antoni,02,Eixample,41.376425,2.162424,29/09/2020,06/10/2022,OCI
5027,87009,C,Comte Borrell,34,10,Sant Antoni,02,Eixample,41.376948,2.163437,29/09/2020,06/10/2022,OCI
5029,323203,C,Sepúlveda,131,10,Sant Antoni,02,Eixample,41.381474,2.160104,29/09/2020,02/02/2021,XARXA DE TRANSPORT PÚBLIC
5046,264206,C,Avenir,55,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.394591,2.144826,30/09/2020,04/02/2021,TRÀNSIT
5066,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.38039,2.177536,27/10/2020,10/10/2022,OCI
5086,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,02/11/2020,15/11/2021,OCI
5106,96203,C,Chapí,66,43,Horta,07,Horta-Guinardó,41.431907,2.159929,18/11/2020,06/10/2022,TRÀNSIT
5107,351901,Pg,Valldaura,24,43,Horta,07,Horta-Guinardó,41.437482,2.156005,18/11/2020,11/11/2021,TRÀNSIT
5108,701272,Jard,Mediterrània,1,13,la Marina de Port,03,Sants-Montjuïc,41.36003,2.140171,18/11/2020,15/11/2021,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
5109,701272,Jard,Mediterrània,0,13,la Marina de Port,03,Sants-Montjuïc,41.359423,2.141026,18/11/2020,,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
5127,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,11/12/2020,10/03/2021,ACTIVITATS A L'AIRE LLIURE
5130,158901,Pl,Osca,10,18,Sants,03,Sants-Montjuïc,41.376152,2.138468,10/12/2020,02/09/2021,OCI
5186,249304,C,Pere IV,523,71,Provençals del Poblenou,10,Sant Martí,41.418243,2.209616,20/11/2020,14/06/2022,TRÀNSIT
5187,143609,C,Josep Pla,163,71,Provençals del Poblenou,10,Sant Martí,41.415206,2.207164,20/11/2020,,TRÀNSIT
5188,249304,C,Pere IV,416,71,Provençals del Poblenou,10,Sant Martí,41.412182,2.204887,20/11/2020,01/09/2022,TRÀNSIT
5207,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,03/02/2021,13/05/2021,OCI
5226,18505,C,Aragó,346,07,la Dreta de l'Eixample,02,Eixample,41.396321,2.170567,03/02/2021,02/09/2021,TRÀNSIT
5246,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.13212,04/02/2021,11/03/2021,OCI
5247,193403,Plta,Manuel Ribé,2,02,el Barri Gòtic,01,Ciutat Vella,41.382625,2.17545,04/02/2021,20/10/2021,OCI
5306,350308,C,València,369,07,la Dreta de l'Eixample,02,Eixample,41.399071,2.171695,09/03/2021,28/09/2021,TRÀNSIT
5326,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,10/03/2021,30/06/2022,ACTIVITATS A L'AIRE LLIURE
5346,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.13212,11/03/2021,,OCI
5347,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,11/03/2021,02/10/2023,OCI
5366,158901,Pl,Osca,10,18,Sants,03,Sants-Montjuïc,41.376104,2.138506,17/03/2021,17/03/2021,OCI
5386,361406,C,Viladomat,2,10,Sant Antoni,02,Eixample,41.37554,2.16288,23/03/2021,20/09/2021,XARXA DE TRANSPORT PÚBLIC
5406,43400,C,Blai,41,11,el Poble-sec,03,Sants-Montjuïc,41.374054,2.163578,20/05/2021,02/09/2021,OCI
5426,177101,Via,Laietana,16,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383288,2.17975,20/04/2021,15/06/2022,TRÀNSIT
5446,247659,C,Pau Claris,131,07,la Dreta de l'Eixample,02,Eixample,41.393091,2.166431,20/04/2021,15/10/2021,TRÀNSIT
5466,125006,C,Fígols,20,19,les Corts,04,Les Corts,41.381608,2.130061,29/04/2021,10/11/2021,TRÀNSIT
5486,179708,C,de Lincoln,4,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.400139,2.15057,29/04/2021,16/02/2022,TRÀNSIT
5506,167505,Pl,Joanic,7,31,la Vila de Gràcia,06,Gràcia,41.405521,2.16221,29/04/2021,02/07/2024,OCI
5526,167505,Pl,Joanic,4,31,la Vila de Gràcia,06,Gràcia,41.405302,2.162305,29/04/2021,17/09/2021,OCI
5527,274800,C,Ramón y Cajal,154,31,la Vila de Gràcia,06,Gràcia,41.405167,2.162768,29/04/2021,21/09/2022,OCI
5528,112004,C,Escorial,12,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.405534,2.163066,29/04/2021,03/05/2023,OCI
5546,134801,C,Freser,7,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.410031,2.179231,05/05/2021,21/07/2021,ANIMALS
5606,701704,Pl,Joan Pelegrí,1,15,Hostafrancs,03,Sants-Montjuïc,41.376316,2.142397,27/05/2021,16/06/2022,ZONA DE VIANANTS
5626,358004,C,Vesuvi,35,52,la Prosperitat,08,Nou Barris,41.445836,2.185651,03/06/2021,09/11/2021,TRÀNSIT
5646,209900,Av,Meridiana,97,65,el Clot,10,Sant Martí,41.406891,2.186658,08/06/2021,,TRÀNSIT
5666,207202,C,Mejía Lequerica,22,20,la Maternitat i Sant Ramon,04,Les Corts,41.383306,2.126748,15/06/2021,07/06/2022,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
5686,310008,C,Sant Quintí,32,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.413429,2.17823,16/06/2021,13/11/2021,TRÀNSIT
5706,178400,C,Lleida,32,11,el Poble-sec,03,Sants-Montjuïc,41.373418,2.154792,18/06/2021,21/09/2021,TRÀNSIT
5707,110803,C,Entença,155,09,la Nova Esquerra de l'Eixample,02,Eixample,41.383079,2.145831,18/06/2021,19/10/2021,TRÀNSIT
5746,16703,C,Anglesola,29,19,les Corts,04,Les Corts,41.388368,2.133023,29/06/2021,16/02/2022,TRÀNSIT
5766,329902,C,Tamarit,165,10,Sant Antoni,02,Eixample,41.378803,2.160935,14/07/2021,,TRÀNSIT
5767,701326,Rbla,Fabra i Puig,76,60,Sant Andreu,09,Sant Andreu,41.43017,2.186123,14/07/2021,27/08/2021,NETEJA
5768,296202,C,Gran de Sant Andreu,151,60,Sant Andreu,09,Sant Andreu,41.431997,2.18928,14/07/2021,27/08/2021,NETEJA
